student_id,assessment_date,score,max_score,course_id
,2024-01-01,85.10400501594724,100,PHY101
,2024-01-31,56.64045842527738,100,CSE101
,2024-03-01,55.2153790381205,100,PHY101
,2024-03-31,65.3890694191781,100,CSE101
,2024-01-01,75.27230886640218,100,MAT101
,2024-01-31,45.99312540299671,100,PHY101
,2024-03-01,64.29055667777206,100,MAT101
,2024-03-31,34.30676067580475,100,MAT101
,2024-01-01,79.34030274000663,100,MAT101
,2024-01-31,56.23656565698872,100,MAT101
,2024-03-01,54.34370431673183,100,PHY101
,2024-03-31,82.7366760789554,100,MAT101
,2024-01-01,78.29310030523064,100,MAT101
,2024-01-31,54.419521905995495,100,MAT101
,2024-03-01,52.29463604587462,100,CSE101
,2024-03-31,70.84547637540246,100,PHY101
,2024-01-01,56.56298658283432,100,PHY101
,2024-01-31,65.40685042131143,100,MAT101
,2024-03-01,39.546627479049086,100,CSE101
,2024-03-31,71.34878932837697,100,PHY101
,2024-01-01,66.6403012425145,100,CSE101
,2024-01-31,65.35132345567995,100,PHY101
,2024-03-01,57.58615182346325,100,MAT101
,2024-03-31,63.27084153327081,100,MAT101
,2024-01-01,88.1047729630514,100,CSE101
,2024-01-31,69.72818588800322,100,CSE101
,2024-03-01,41.75051188608928,100,MAT101
,2024-03-31,43.13930193168135,100,PHY101
,2024-01-01,80.42572959094296,100,PHY101
,2024-01-31,57.27910625588064,100,MAT101
,2024-03-01,93.27129847902202,100,CSE101
,2024-03-31,83.68026907393555,100,CSE101
,2024-01-01,67.16082873627835,100,PHY101
,2024-01-31,70.12262268953168,100,PHY101
,2024-03-01,60.67986401779264,100,PHY101
,2024-03-31,44.91684063931813,100,CSE101
,2024-01-01,69.69172344359754,100,CSE101
,2024-01-31,60.54595196488441,100,MAT101
,2024-03-01,66.36333431875882,100,CSE101
,2024-03-31,61.58893866372905,100,MAT101
,2024-01-01,62.58644558104495,100,PHY101
,2024-01-31,87.30918583865244,100,PHY101
,2024-03-01,83.44493985882261,100,CSE101
,2024-03-31,51.54271967811018,100,CSE101
,2024-01-01,45.34071342763313,100,CSE101
,2024-01-31,94.90239743759844,100,CSE101
,2024-03-01,79.60765150928306,100,CSE101
,2024-03-31,51.67634272190754,100,CSE101
,2024-01-01,69.50744314970736,100,PHY101
,2024-01-31,59.61668268994961,100,CSE101
,2024-03-01,49.51355092627902,100,PHY101
,2024-03-31,43.67598345296075,100,PHY101
,2024-01-01,84.99499342067557,100,CSE101
,2024-01-31,44.88753477732689,100,MAT101
,2024-03-01,75.4019737304028,100,CSE101
,2024-03-31,52.2909864927731,100,CSE101
,2024-01-01,45.833907314508686,100,CSE101
,2024-01-31,86.77045212328329,100,CSE101
,2024-03-01,86.76928159223631,100,MAT101
,2024-03-31,63.57732055108483,100,CSE101
,2024-01-01,89.22396655235475,100,PHY101
,2024-01-31,74.88094914789568,100,PHY101
,2024-03-01,51.81278597281992,100,CSE101
,2024-03-31,43.20502713107055,100,CSE101
,2024-01-01,85.82470042406044,100,PHY101
,2024-01-31,78.39540965040554,100,PHY101
,2024-03-01,57.520243903404925,100,MAT101
,2024-03-31,53.766512750458425,100,CSE101
,2024-01-01,35.3002518017522,100,PHY101
,2024-01-31,56.24702588088662,100,MAT101
,2024-03-01,68.98506204353762,100,CSE101
,2024-03-31,45.31651383048542,100,MAT101
,2024-01-01,61.013260366906174,100,PHY101
,2024-01-31,72.49128817355209,100,CSE101
,2024-03-01,35.96510026819013,100,PHY101
,2024-03-31,87.53364514909245,100,PHY101
,2024-01-01,36.7076475917864,100,CSE101
,2024-01-31,34.66958047662885,100,PHY101
,2024-03-01,71.26803349795262,100,CSE101
,2024-03-31,82.96633292878184,100,PHY101
,2024-01-01,67.90915922161349,100,CSE101
,2024-01-31,46.70228959322428,100,CSE101
,2024-03-01,66.05633328627874,100,CSE101
,2024-03-31,44.4183201965588,100,MAT101
,2024-01-01,84.1520269490629,100,PHY101
,2024-01-31,59.49349274475381,100,MAT101
,2024-03-01,87.85800837750992,100,CSE101
,2024-03-31,59.134987419347446,100,PHY101
,2024-01-01,72.00473360239306,100,MAT101
,2024-01-31,14.44366104663775,100,PHY101
,2024-03-01,47.433352891829365,100,CSE101
,2024-03-31,65.77734488337316,100,CSE101
,2024-01-01,41.739576425346655,100,MAT101
,2024-01-31,48.46162677010807,100,PHY101
,2024-03-01,66.80745475183835,100,CSE101
,2024-03-31,59.88386887269599,100,MAT101
,2024-01-01,97.61753398017588,100,CSE101
,2024-01-31,60.04232740941674,100,PHY101
,2024-03-01,62.2752584303846,100,CSE101
,2024-03-31,79.40918770224656,100,MAT101
,2024-01-01,48.78120078117792,100,CSE101
,2024-01-31,80.90480794443687,100,CSE101
,2024-03-01,70.43749911534184,100,CSE101
,2024-03-31,66.07157553716375,100,MAT101
,2024-01-01,57.05959096563638,100,PHY101
,2024-01-31,51.44395799049147,100,CSE101
,2024-03-01,38.55064747819587,100,CSE101
,2024-03-31,91.0709914723656,100,MAT101
,2024-01-01,70.94250250113458,100,MAT101
,2024-01-31,73.90331972044523,100,PHY101
,2024-03-01,47.38535858473767,100,PHY101
,2024-03-31,46.95739291002035,100,MAT101
,2024-01-01,61.28817966200977,100,MAT101
,2024-01-31,92.41646849612464,100,MAT101
,2024-03-01,61.98713291251007,100,CSE101
,2024-03-31,57.37774580411837,100,PHY101
,2024-01-01,59.95150374397174,100,PHY101
,2024-01-31,57.42626866192739,100,CSE101
,2024-03-01,71.36222914475964,100,MAT101
,2024-03-31,62.153455913998606,100,PHY101
,2024-01-01,62.952785315771095,100,PHY101
,2024-01-31,63.44199847542033,100,PHY101
,2024-03-01,54.53841051399433,100,PHY101
,2024-03-31,66.91284721643764,100,CSE101
,2024-01-01,62.30285828678201,100,MAT101
,2024-01-31,69.77634404095859,100,MAT101
,2024-03-01,66.95120835018307,100,PHY101
,2024-03-31,76.1840429822772,100,CSE101
,2024-01-01,69.80510801103829,100,MAT101
,2024-01-31,51.289582780815095,100,CSE101
,2024-03-01,54.98263676455551,100,CSE101
,2024-03-31,58.16911063160328,100,CSE101
,2024-01-01,65.98459821930224,100,CSE101
,2024-01-31,60.91772370329837,100,MAT101
,2024-03-01,58.13725949080945,100,PHY101
,2024-03-31,33.79506672588684,100,PHY101
,2024-01-01,72.70902154835652,100,CSE101
,2024-01-31,34.353345701639114,100,CSE101
