student_id,date,present,course_id
,2024-01-01,1,CSE101
,2024-01-02,1,CSE101
,2024-01-03,1,MAT101
,2024-01-04,0,CSE101
,2024-01-05,1,PHY101
,2024-01-06,1,MAT101
,2024-01-07,1,MAT101
,2024-01-08,1,CSE101
,2024-01-09,1,MAT101
,2024-01-10,1,MAT101
,2024-01-11,1,PHY101
,2024-01-12,1,MAT101
,2024-01-13,1,MAT101
,2024-01-14,0,CSE101
,2024-01-15,1,MAT101
,2024-01-16,1,CSE101
,2024-01-17,1,PHY101
,2024-01-18,1,PHY101
,2024-01-19,0,PHY101
,2024-01-20,1,PHY101
,2024-01-21,1,PHY101
,2024-01-22,1,MAT101
,2024-01-23,1,CSE101
,2024-01-24,1,CSE101
,2024-01-25,1,PHY101
,2024-01-26,1,PHY101
,2024-01-27,1,CSE101
,2024-01-28,0,PHY101
,2024-01-29,1,MAT101
,2024-01-30,1,PHY101
,2024-01-31,1,CSE101
,2024-02-01,1,MAT101
,2024-02-02,1,CSE101
,2024-02-03,1,CSE101
,2024-02-04,1,PHY101
,2024-02-05,1,PHY101
,2024-02-06,0,CSE101
,2024-02-07,1,PHY101
,2024-02-08,1,PHY101
,2024-02-09,1,CSE101
,2024-02-10,1,PHY101
,2024-02-11,1,CSE101
,2024-02-12,1,MAT101
,2024-02-13,1,PHY101
,2024-02-14,0,CSE101
,2024-02-15,1,MAT101
,2024-02-16,0,PHY101
,2024-02-17,1,PHY101
,2024-02-18,1,PHY101
,2024-02-19,1,PHY101
,2024-02-20,1,CSE101
,2024-02-21,1,PHY101
,2024-02-22,1,CSE101
,2024-02-23,0,CSE101
,2024-02-24,1,CSE101
,2024-02-25,0,CSE101
,2024-02-26,1,CSE101
,2024-02-27,1,MAT101
,2024-02-28,1,CSE101
,2024-02-29,1,MAT101
,2024-01-01,1,CSE101
,2024-01-02,0,MAT101
,2024-01-03,1,MAT101
,2024-01-04,1,MAT101
,2024-01-05,1,MAT101
,2024-01-06,1,CSE101
,2024-01-07,1,PHY101
,2024-01-08,1,MAT101
,2024-01-09,1,PHY101
,2024-01-10,1,PHY101
,2024-01-11,1,MAT101
,2024-01-12,1,MAT101
,2024-01-13,1,CSE101
,2024-01-14,0,PHY101
,2024-01-15,1,MAT101
,2024-01-16,1,PHY101
,2024-01-17,1,PHY101
,2024-01-18,1,PHY101
,2024-01-19,1,CSE101
,2024-01-20,1,CSE101
,2024-01-21,1,PHY101
,2024-01-22,1,PHY101
